rol	facultad	edad	dispositivos	uso	plus	p1	p2	p3	p4	p5
Estudiante	Facultad de Ciencias de la Educación	35-44 años	Computadora,Teléfono móvil,	7	No	It is a useful tool to access information more precisely and serves to save time for searches.	In situations of speeches or to create words of thanks.	In receiving advice, because the chat says he is not a person with conscience.	There wasn't when I was studying	He has facilitated the elaboration of works and essays because it already allows us to simply write the parameters of our need and already has us ready.
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	1	No	It is very useful, it can improve	I have not used in tasks	I have not used it	I have not used it	I have not used it
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Computadora,	1	No	A very good tool when looking for quick responses.	I have not used it	I have not used it	I have not used it	negatively to some extent since faculty partners occupy it and when using it can do better tasks compared to which the tool does not deal with
Profesor	Facultad de Medicina	45-54 años	Computadora,	2	No	It is useful, agile	essays, knowledge	In certain precision situations	good	in a positive way
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	8	No	Ease and speed	In research	Tasks involving mathematics	Very good	Has allowed to acquire knowledge in a faster and even more precise way
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	9	No	In an excellent tool if you know how to take advantage of its potential.	For tasks where information is needed to be very specific and that there are not many sources of information.	To solve tasks that involve the elaboration of graphics or diagrams.	Very good	Mostly positively because it allows me to be more efficient when looking for solutions for specific problems but also in a certain negative way because it is creating some dependence.
Estudiante	Facultad de Ciencias Exactas y Naturales	25-34 años	no uso,	1	No	I do not think it is a bad thing if it is used cautiously and only as a source of consultation.	I do not use	I do not use	I do not use.	I do not use
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	5	No	It is an artificial intelligence that helps with conversations with anyone, and minimizes time with costs,	On the banks	Supermaxi	"
Well"	There are no delays in having a simple answer and if it has served me.
Estudiante	Facultad de Enfermería	25-34 años	ninguno,	1	No	It could be a help tool, but in the future the student will not be layers of reasoning for themselves.	I have heard of the tool, but I have not used it	I have not used it	I have not used it	I have not used it
Estudiante	Facultad de Medicina	17-24 años	Computadora,	1	No	I understand is a useful tool for the search and comparison of information, either from putting together a presentation for class to building the theoretical framework of a thesis.	Related to research fundamentals.	Inquiry tasks, creation of mental maps, etc.	It has been satisfactory, since it has helped me to search very specific information and to synthesize it so that it is assimilable and objective.	It has facilitated a lot of research and sintering time, this since many subjects demand an extensive research material.
Estudiante	Facultad de Medicina	17-24 años	Teléfono móvil,	8	No	Good	jobs	reports	Good	Well
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	3	No	It's a great help	To perform certain reading tasks	In none	good	In useful way
Estudiante	Facultad de Psicología	17-24 años	No utilizo,	1	No	I have not tried it, I do not know how to use it but many apparently serve them.	N/A	N/A	N/A	N/A
Profesor	Facultad de Comunicación, Lingüística y Literatura	55-64 años	Teléfono móvil,	1	No	I have not used it	I have not used it	I have not used it	It must be useful	I have not had experience
Estudiante	Facultad de Psicología	17-24 años	Computadora,	1	No	It is a tool that helps save time	When I look for information on academic Google and I can't find anything	None	Really good	Good
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	2	No	That helps a lot as support.	I do not use it for tasks.	In historical analysis.	Don't be used very well.	I feel that some people use it more and not learn.
Estudiante	Facultad de Psicología	17-24 años	Computadora,	4	No	It is extremely useful, synthesizes and facilitates work by providing us accurate research to about the topic as requested, eliminated from the equation the waste of time required by looking for papers or PDFs on the Internet. It facilitates these documents with the specifications that one requires and releases more time from the student to be able to study the content that would be the truly functional part.	When you need to use very specific topics research	Ideograms, workshops	Very good, I am very facilitated to find useful information.	I have more enjoyable and efficient.
Estudiante	Facultad de Ciencias Filosófico – Teológicas	17-24 años	Computadora,	1	No	It is an artificial intelligence that although it knows things in general, it is not able to formulate issues that help us academically develop in the faculty. Therefore, this artificial intelligence tool cannot compare or match the action of reading books and highlight the authors' thinking with personal critical thinking.	"Personally, I put it up with book comparison questions that are often not very exhibited, and throws a totally contradictory result to the expected. Therefore, I do not recommend using these types of applications to ""facilitate life."" Finally, it must be noted that these artificial intelligence systems do not have constant information update, so their data is prior to 2019."	Comparison of texts and books.	Almost nil because I don't use it.	It means to put aside reading and critical thinking, therefore, we should not resort to these antimorales practices in terms of the learning process.
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	10	Si	It is usually a tool that sometimes gives good response	At the time of preparing a recipe and configuring different devices	At the time I quote me in APA standards or that I give me some website that the information it provides us is not fully updated	It is good compared to another AI tools	To help me obtain faster way information, however, the information must be checked
Estudiante	Facultad de Medicina	17-24 años	Computadora,	4	No	It is a useful tool to have general ideas of any subject and obtain an explanation of a complex topic whose concept is not very clear, an adequate use of this tool greatly benefits development in the academic field	In tasks that require statistical or rare information associated with our environment as common pathologies or nutritional aspects	Tasks that require systematizing information or in case of questions that are not easily found in other places, it is useful for guiding more specific searches in other places	It has been a means of support to optimize the available time facilitating the study of complex and extensive issues, however, it is important to consider that you can make mistakes so that information with reliable bibliography should always be supported	With the development of artificial intelligence today it is possible that the academic and labor environment to a large extent is drastically changed is the only tool available today
Estudiante	Facultad de Medicina	17-24 años	Computadora,	8	No	Good	Give ideas to carry out activities or duties	It does not serve well for multiple choice questions or if you do not give a context appropriate to something	Good	To influence positively by helping me in several things and to understand others
Estudiante	Facultad de Psicología	17-24 años	No utilizo ,	1	No	Little by little it is eliminating the ability to understand and reasoning of people.	I do not use this app	I do not use this app	I do not use this app	No
Estudiante	Facultad de Psicología	25-34 años	No uso chatgpt ,	1	No	It does not help develop student learning	None	None	I do not use chatgpt	In a negative way
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	1	No	The truth, I have never used that tool, however, within the comments that certain people close to me have done, I sincerely feel that this tool is being misused in the educational environment, it should be taken as additional help as artificial intelligence for benefit of knowledge, but not promoting mediocrity and simple work.	In none	In all my tasks	I have not used	Students having this tool, have set aside asynchronous education, and now they only seek facilism when performing their tasks, which generates many gaps in learning.
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	1	No	It is a new tool that I just met	I still do not use	I still do not use	I still do not use	I do not know
Estudiante	Facultad de Economía	17-24 años	Computadora,Teléfono móvil,	4	No	It serves for a quick investigation, but not only to investigate and keep that	Research, use of words etc.	Mathematics exercises	normal	A strong impact, since it facilitates people's working time
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	1	No	Well, everyone has talked about this tool, both teachers and students, so I think it is very useful for certain research, of course people copy everything textually, which is not correct and that also the sources of consultation may not be appropriate	I have not come to use chatgpt	I have not come to use chatgpt	I have not come to use chatgpt	I have not come to use chatgpt, but if I got to use it, I think it would influence negatively since it tends to facilism
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	6	No	It is a good tool that supports at the time of looking for information and guiding us on some subject	In research	In exam	Good	Yeah
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	6	No	Very useful per sometimes inefficient	Summary of a text	Coding	Good	It does not affect much in my life as a student, since I finally have to find out information that the chatgpt gives me to confirm its validity.
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	8	No	Amazing, right? That emotion of knowing that your task will be done in seconds, that essay in which the entire semester made in a minute had to be worked on, realize that you are not exploiting your mind as you should, and finally look in the mirror, realize that you are actually using this new wonder of the world against you. In some near future knowledge, the years of study, curious data, reasoning, it will only be a matter of searching in a browser. Frightening.	"Looking at the sidewalk, seeing those broken headlights, the street in its worst conditions, a rat decomposing, and there I was looking in the mirror, the small details that changed, how many unveils have passed?
Reach your house, your bed little fixed, your messy desk, yesterday's food, and just bed, sleep, get 3 am to a new day. Realize that the procrastination, vagrancy and tiredness manifested in your being, open your computer search chatgpt, and just copy and paste. It facilitates life, but what is the use of that duty that sent, that lesson, that endless research, if you only copy and will not help.

Everything counts, every thing we do, every page we read, every article we review, everything counts at all, for better or worse."	In all.	Disastrous I love him, but hurts me.	"Too much, every thing, every detail, every particle.

Att: Jean Pierre Labré"
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,Tableta,	1	No	I don't know her	I do not know	I do not know	N/A	I do not know
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	3	No	It is good, in some cases it helps me to turn information that I cannot easily find on the Internet.	I have only used it to perform work that requires detailed investigation.	In the issues that I have used it has been a great help.	Good .	It has helped me expand my knowledge about topics that for me were unknown and in many cases difficult to understand.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	1	No	I did not know about her, maybe he occupies her later	I have not occupied it	I have not occupied it	I have not occupied it	I have not occupied it
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	8	Si	I consider that it is a fairly useful tool, however, it is wise not to abuse this and make everything perform, there must be a balance between its good use and exploitation. I consider that otherwise the intellectual abilities of people can be reduced.	I have found it useful when finding new perspectives based on what I have, to guide me in studies and in my life.	I do not consider that the use of chatgpt for extensive projects is useful, for jobs that require personal opinions or to make entire applications such as many people believe.	I have used chatgpt mostly to guide myself in studies but also to do homework, but not as it is thought, but, I use it to investigate and also collect useful sources.	It has been a good tool that improves my efficiency and productivity.
Estudiante	Facultad de Enfermería	25-34 años	Teléfono móvil,Tableta,	3	No	It's good, but I feel that I don't give me the information I need to do a duty or study. I prefer to resort to books directly.	Only in a class, which they demonstrated how to use.	None.	It does not seem feasible.	In certain people, yes.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	5	No	I consider that it is one of the most efficient and reliable programs to obtain summary information	When reliable information is found in Google	For mathematical problems	I don't usually use it much, but I think it's a great help	Information can be obtained in a more direct and clear way, without so many rodeos or much information with which we can confuse ourselves
Estudiante	Facultad de Ciencias Humanas	25-34 años	ninguno,	1	No	I do not know	none	none	none	No.
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	2	No	Which is a tool that facilitates finding some type of information	In the search for information to make tests and reports	In none	N/A	N/A
Estudiante	Facultad de Medicina	17-24 años	Computadora,	3	No	Which is a tool that takes advantage very well	In consultations	almost none	It doesn't go very well with the Internet	For better
Estudiante	Direcciones Administrativas	17-24 años	Computadora,	8	No	The app is very good and gives very good information and can be reliable	In questions where you have to give opinion or have to investigate	In statistics exercises	I helped me and has sails out of a problem with my duties	I influenced me too much since the great part in the app
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,Computadora,	1	No	It is very necessary if we want a quick response	Yeah	None	I have not used it	I think so
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	3	No	It is very good for general information.	In research tasks	Updated data as reforms to laws.	I have not used it to a large extent, but it has contributed as a guide to continue investigating.	It has influenced finding answers that promote new research.
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	2	Si	It is a very good tool to study in various ways such as concepts or maps and can help you understand very complex issues.	biology	Mathematics, Ecuador Megadiverse.	Good	Normally, since it is a tool that I use more to study and learn.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	8	No	Excellent tool	research	in tests	Excellent tool	N/A
Estudiante	Facultad de Ciencias Humanas	17-24 años	Computadora,	1	No	I do not use it much because it does not support the information with bibliography.	To find prevalence, incidence of some diseases	I don't use it so much. It is not so useful for me	Null	Interest in searching in the established bibliography is lost
Estudiante	Facultad de Economía	17-24 años	Computadora,	5	No	I think it serves quite a lot as support or complement when performing some activity or knowing any topic.	In optional matters.	On my own career issues.	N/A	N/A
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	1	No	It is a good app while using it properly	In topics investigation	In specific descriptions of each field, as some term of psychology	I have not done it	Slightly, I don't use it
Estudiante	Facultad de Psicología	17-24 años	Computadora,	2	No	It is a good tool to conduct non -deep research and use them as a guide.	Research of confusing topics.	I don't know	Good	It helps to better understand certain terms.
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	5	No	Which is useful, but we must know how to use it well	In information research to then be able to study	In clinical cases	Good	Information search has shortened the search time
Estudiante	Facultad de Ingeniería	35-44 años	Teléfono móvil,	1	No	It's a good option	Find information	Not used	good	Growth
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	6	No	It is a tool that has helped me to expand my development when writing. In turn, it has also helped me to investigate clearly, concisely and briefly	Tasks, virtual reality, 3D, investments	Tasks, virtual reality, 3D, investments	Spectacular	It has helped me develop my writing more widely
Estudiante	Facultad de Ciencias Filosófico – Teológicas	35-44 años	Computadora,	1	No	I have hardly used it	none	none	none	none
Estudiante	Facultad de Psicología	17-24 años	Computadora,	4	No	It is useful as that, like a tool. Not as the primary source of consultation or the supplantation of all knowledge that can be included in a task.	Very technical consultations, doubts regarding writing.	In which we must issue an integral or personal criterion regarding social issues, especially.	Good, it has been useful	Healthy, since I have not abused the use of said tool
Estudiante	Facultad de Ciencias de la Educación	45-54 años	Computadora,	5	Si	It is a tool with many profits for education	In research	In the part of mathematics	very interesting	Optimize the time to do homework
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,Computadora,	3	No	I consider that it is a consultation and research tool.	In bibliographic research and specific concepts	trials or summaries.	N/A	N/A
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	3	No	Help as a guide for information collection	Make summaries and reports	Different situations	Provides more accurate information	Help improve our ideas and views for jobs
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	2	No	I consider that it is not very useful, because people no longer bother to find information or reason to solve some task.	To solve complex mathematics exercises of other people.	Well ... in personal thought questions	I have not used it as such in my university life (for tasks), but to see how it works and I am surprised that it is a machine that answers the questions	I have not used it.
Estudiante	Facultad de Enfermería	17-24 años	Computadora,Teléfono móvil,	5	No	Which is the best creation in the world, Yaaa	When it is difficult to find some information	When I have to work with articles or scientific magazine	Good	Good
Estudiante	Facultad de Enfermería	17-24 años	Computadora,Teléfono móvil,	3	No	It is interesting and is a tool for basic information that requires little research time	To know ideas of study or research topics	conduct in -depth research	I don't use it inside the university	I do not use it at the university, however, being something new serves to prioritize our time
Estudiante	Facultad de Ingeniería	25-34 años	Computadora,	6	No	NO	NONE	No	No	No
Estudiante	Facultad de Medicina	25-34 años	Computadora,	3	No	It is good to complement the information that I have acquired	questions	I don't know	intermediate, not use it well	Intermediate
Estudiante	Facultad de Psicología	17-24 años	ninguna,	1	No	Not used	Not used	Not used	Not used	not used
Estudiante	Facultad de Psicología	17-24 años	no uso,	1	No	In a way, it helps students to a more accurate information search since the Internet is very wide.	I do not use	I do not use	I do not use	I do not use
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	1	No	I think it is the future, it is still about to improve, so it is very expected of this AI	I do not occupy it	I do not occupy it	I do not occupy it	I do not occupy it
Estudiante	Facultad de Enfermería	17-24 años	Teléfono móvil,Computadora,	3	No	It is a tool that allows us to save time in the face of any questions, as well as delivers a coherent answer to the topic of conversation.	In doubt that sometimes I do not find an exact answer about an issue.	When making an essay, since I am not very reliable the sources of information.	It is a new experience in which it allows me to instantly navigate certain doubts that sometimes I have it in the course of classes.	It allows me to have adequate learning of certain things and in turn a bit of distrust of the type of source.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	4	No	It is very useful, in terms of speed in which it helps us to collect necessary information	In difficult or research tasks	Within mathematical situations	Very good tool as it is administered in a useful way	He has facilitated the path of study.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	2	No	I do not use	I do not use	I do not use	I do not use	I do not use
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,Teléfono móvil,	4	Si	The tool is much less threatening for our modern life as the media shows it, it is basically a steroid search engine	It is quite useful to summarize texts or to suggest creative ideas or arguments about general issues	"The model (for free access) is trained with web information more than 2 years ago, which makes it quite useless to deal with current issues, in addition to not having a verification model, it is also able to deliver wrong or ""hallucinated"" information following the way in which information processes relevant averages"	In general it is a very useful referential tool, it can save a lot of time when initiating research or consulting simple questions about countless topics. Despite this, the model has difficulties in the specific details of these issues, especially in the Spanish language. Do not be fooled by media hysteria, the tool is not as useful for university plagiarism as the majority believe, these tools will raise ravages in many sectors but moment education seems to be sure	The impact on educational experience is much less than one imaginary at first. Yes, the tool saves a barbarity of time when writing simple texts but, this idea that students can only take the instructions of our work and ask Chatgpt to do them without anyone realizing it is something quite remote Of reality and without the mood of offending, I think it is born from a total unemployment of what this technology is. The truth is that the few occasions in which one can depend completely on something like chatgpt are simple reproduction or consultation work and for years there have been much better and more complete tools for those who want to be vague, but the majority, like chatgpt or copy & paste as in times of yesteryear they fall for the same problem, it simply does not sound like ourselves, if a teacher can be deceived by 100% work done by ChatGPT can also be deceived by copying a work from any other side.
Estudiante	Facultad de Enfermería	17-24 años	Teléfono móvil,	1	No	It is a very useful tool.	When I don't know about the subject.	None	Good.	It has not significantly influenced.
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Computadora,	3	No	Currently, I find Chatgpt as a tool that is limited to delivering basic information, without more. There is no real reflection or comparisons at deep knowledge levels. I consider that their current abilities are comparable to those of any search engine such as Google, but a little more advanced by the fact of summarizing the results it finds on the Internet. However, and despite its limitations, in the short term I am convinced that it will develop to the point of being able to make complex analysis and comparisons. And it is likely that, at that point, the current education system must change and finally modernize, to guarantee adequate learning to today's world. And the solution will not be closed to new technologies, but perhaps to apply them and change the evaluation form only on appreciating a note, to really appreciate knowledge and learning. In conclusion, Chatgpt's capabilities are currently not really useful, more than to make basic summaries of Internet pages. You don't have to worry (at least for now).	To find basic initial information	Chatgpt does not generate any type of reflection, and information is usually extremely ambiguous	It is very useful as a basic search engine that summarizes a lot of information, but ambiguously. Therefore it is only useful in a first stage, as well as to have a general idea about the subject.	It has generated knowledge at an initial stage. Yes, I am satisfied with the tool.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	1	No	Makes students try to read or search for sources with bibliography	So far I have not used it and I don't think so in the future either	Always	I have not used it, but it gives me the impression that the university is not about, but to understand a concept and capture it with its own words, otherwise it is simply a copy	Personally I do not like and I feel that the people who use it simply do not strive enough, if it were an intelligence that gives me the most reliable results ok but with bibliography and a small paraphrase, not a transcribed idea.
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	1	No	It is good and if they prohibit them they are the worst university in the world	In none because it is very outdated for my matter	In my daily tasks	There is no how to use the Wifi of the U is very ugly	He has not influenced anything and does not prohibit her by FA
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,Computadora,	3	No	"I think it is an easy -to -reach tool that gives us faster and faster information, exactly the topic we are looking for
"	When they send me to investigate, this tool explains me easily about the subject	In mathematical tasks	I like it, it is a tool that provides ease.	It has made me understand several issues on a single website.
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,	5	No	"Excellent help for students
"	In looking for information	Entareas that require current infromacion	An 8/10	Helped a lot
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	3	No	It can be useful to guide you in a job or give you ideas.	Tasks	Exams	Not very good	Can be used to do acts of academic dishonesty
Estudiante	Facultad de Ciencias Humanas	17-24 años	Computadora,Teléfono móvil,	7	No	It is a very good tool that has the ability to provide more successful bibliographies on specific topics, I do not share that work such as essays or thesis is carried out, at least not 100% perhaps can serve as support to give a general idea that allows developing and developing and create something of your own.	"At the time of consulting more on a topic that is unfinished in class.
"	At the time of doing homework.	Good.	Positively
Estudiante	Facultad de Medicina	25-34 años	Computadora,Teléfono móvil,	10	Si	It is an excellent tool that can serve a lot as help for certain tasks, logically without neglecting your own criteria, that is, not to depend completely on it but to use it as a complement to facilitate and save time in some specific tasks.	Synthesize information for tasks or study, language translator, programming, assemble schedules, write scripts, analyze texts, among others.	mathematical problems, it turns out that it fails more than expected.	It has helped me a lot in some subjects and has saved me a lot of time.	Much, for the same reasons stated above.
Estudiante	Facultad de Economía	17-24 años	Computadora,	1	No	Still still, useful for toy with the tool but unable to carry out true academic works and even basic research.	Code	Investigation	I have not used chatgpt at the university	It has not influenced.
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,	1	No	I think it is useful as a support and generation tool of concise ideas	I have not used chatgpt	In more specific and practical tasks	It has been fun and useful as support to generate ideas	Everyone currently uses it but I think it does not replace what you can create
Estudiante	Facultad de Ingeniería	17-24 años	Teléfono móvil,	4	No	Help in emergency situations	In investigations of something that is not clear to me	In my career not much because it is more calculations	In my career not much because it is numbers	Much since it helps in homework
Estudiante	Facultad de Psicología	17-24 años	No uso,	1	No	It seems to me a very useful tool as support for learning	I have not used to tasks	I have not used to tasks	I have not used chat gpt	Not influenced
Estudiante	Facultad de Economía	25-34 años	Teléfono móvil,	1	No	I can't give an opinion because I don't really know the tool.	I do not have information	I can't answer because I don't know	I have not used it	I can't make an opinion
Estudiante	Facultad de Psicología	17-24 años	Ninguno,	1	No	It seems useful in certain situations, but its excessive use stress me. Students have become accustomed to excessive use and for absolutely everything.	Maximum to look for synonyms for words, or look for ideas.	In more complex tasks, carry out essays, paragraphs, tasks in general.	I have not used enough	It has had very little impact, the truth, when using it so little, I do not feel that it has had any influence on my university experience.
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Computadora,	5	No	It is an aid like any tool, it depends on the user how to use it	as a source of information	None	It is a more punctual source of information although I think it still has its failures	It depends on how we look at it that is now a tool, such as Google in its time although this already depends on the use that the user and his ethical and moral level
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,Tableta,	3	No	"It is quite interesting. Help with precise information
"	When I need an opinion on a subject	When I need an opinion of something I don't know, or a little information on a specific subject	quite good, it has helped me	Allows access to information and quite concise opinion
Estudiante	Facultad de Jurisprudencia	17-24 años	Tableta,	5	No	It is an important tool for development and progress.	In tasks that are assigned to use the	Never.	It has been very useful to me	Has helped complete all the empty of the academic mesh
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	5	No	It is useful	Find words, synonyms, texts, books, music	I have not used it in tasks because my tasks are of reasoning	I do not use it at the University	It's good, it helps me to be more creative
Estudiante	Facultad de Ingeniería	35-44 años	Todavía no lo he usado,	1	No	Of what I have heard, it seems to have a lot of potential but still fails in several cases	I've never used it	I've never used it	I've never used it	I've never used it
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	6	No	it's very good	When there is not enough information in other types of sources	In none	very good	It has been a great help
Estudiante	Facultad de Psicología	25-34 años	Teléfono móvil,	1	No	I have not yet used this tool	I have not yet used this tool	I have not yet used this tool	I have not yet used this tool	I have not yet used this tool
Profesor	Facultad de Ciencias Exactas y Naturales	45-54 años	Computadora,Teléfono móvil,	6	Si	It is an indispensable tool for a significant development of teaching and learning.	"Problem resolution.
It is a good accompaniment tutor to study.
It helps to write, letters, mails, reports, etc.
It is an excellent assistant to plan and elaborate didactic material."	"In the correction of exams.
Solve emotional problems.
"	My personal experience using chatgpt has been very helpful both in my work and teacher and as a master's student. This tool is revolutionizing modern society.	My educational horizon has suddenly changed, I had to redesign my educational principles.
Profesor	Facultad de Psicología	55-64 años	Ninguno,	1	No	I have not used it.	I do not know since I have not used it.	I do not know.	I do not know.	I have not used it.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	1	No	Q	Q	Q	Q	Q
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,Tableta,	8	No	Useful to look for more concrete information	To obtain specific topics information	In none	Satisfaction	Ease when obtaining information
Estudiante	Facultad de Jurisprudencia	17-24 años	Teléfono móvil,	2	No	The answers offered by the tools are not very accurate and it is better to investigate on other platforms.	Find very general information.	In specific tasks.	You have to be careful with this tool, it does not always provide the information you want to obtain.	Maybe it can help us on very general issues, but it does not work for a specific question. The answers offered by the tool are wrong.
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Ninguno,	1	No	It is very helpful, but it can be a bit harmful	For exhibitions	For essays	I have not really used	Well, the truth would not know because I have never used it
Profesor	Facultad de Ciencias Filosófico – Teológicas	45-54 años	Computadora,	1	No	I consider that it is a tool that provides the maximum of the information required in the shortest time than no system before.	It is not part of my work style, for the moment.	It is not part of my work style	NONE,	NONE
Estudiante	Facultad de Psicología	17-24 años	Computadora,Teléfono móvil,	3	No	It is the responsibility of the person its use	When filling questionnaires	When making summaries	N/A	N/A
Estudiante	Facultad de Ciencias Filosófico – Teológicas	17-24 años	Computadora,	1	No	It is a very good source of information, we can access concrete information in a clear and concise way.	To look for criteria or concepts of very broad terms, to understand and understand better and then do my jobs.	In the vast majority, I do not usually choose it as such.	I have not used it at the university.	I broaden my knowledge, helps me understand concepts or terms that I may not be able to understand in class and that the app helt you to understand it with a lighter and more concise language.
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	4	No	It is an excellent search tool and also provides quick help on issues that are then complicated to understand.	To learn topics or look for specific information, since it has helped me even find scientific articles that did not find them.	Calculations or logical reasoning.	Excellent, it is a great tool when it comes to looking for information.	Positive, since my teachers do not know how to explain their subjects well and this tool helps clarify my doubts.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	1	No	Very efficient.	Answer questions whose answers are not found in a simple way.	In the statistical matter.	Great help tool.	It has allowed me to optimize the time I use to perform tasks.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	4	No	Facilitates search.	In theoretical tasks	In resolution exercises.	Good	Does not influence
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	5	No	A good tool to solve doubts	To perform tasks related to programming	In none	Good	Academically helped
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	5	No	Of the best tools to investigate	In specific questions in duties	Statistics	Little, although it has served to clarify certain doubts	I have learned reading, understanding more in depth the issues
Estudiante	Facultad de Medicina	25-34 años	Computadora,	3	No	It is basic, as well as its operation and many times you have erroneous answers, however it also has answers to questions that to know them I need to conduct a deep investigation.	Sometimes I ask for information about books or scientific articles where I can find information to do homework	Medical data analysis, has too many shortcomings	N/A	It seems irrelevant in any situation
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,	4	No	It is very useful to consult any information	In tasks assigned within the matter of corporate law	I have no answer	Effective, it teaches you thousands of things in an understandable way	Very good, it constitutes an advance in the study of the subject and provides academic support
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	1	No	Interesting	Decision situations	concrete issues	I don't use it much	no way
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Teléfono móvil,Computadora,	4	No	It helps me to summarize readings and trial questions, I do not use it to write essays since it seems obvious to the writing of an AI. It seems very functional as a study and preparation tool since in many cases there are so many career readings that you can not with everything.	Summary of books, question answers, accessories suggestions.	When I have to access videos or certain books that you do not recognize.	It has helped me a lot to do work faster and to study topics that are extremely long so it does not give the time to study.	It has been a tool that all my friends use, but at the same time I have seen how my classmates do not check what Chatgpt says and write as they put it what makes us lose points for class.
Estudiante	Facultad de Jurisprudencia	25-34 años	Teléfono móvil,	5	No	Very good and timely for the moments of trouble.	In duties as summaries.	In situations they are more of their own criteria.	He needed to make a summary and Chatgpt did it.	It has influenced in a good way because I have taken good grades.
Profesor	Facultad de Medicina	45-54 años	Teléfono móvil,	1	No	I really know her very little	I have not used it	I have not used it	I have not used it	N/A
Profesor	Facultad de Ciencias Administrativas y Contables	35-44 años	Computadora,	8	No	Powerful, personally I also use ChatSsic because it includes the sources from where you get the information. I will try the Bing AI these days.	It helps me a lot to obtain information for studies in classes because it summarizes the information you get and serves as input for the development of cases in class. Also very useful for asking questions for reagents, because in the prompt with certain information given I ask you to prepare different questions with 4 answer options and one of them correct.	Chat GPT version freemium is not updated. Chatssic does work with current sources.	Useful for preparing study cases and as a help tool to generate questions. Save time.	In a time saving.
